job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name
1471,Beck-Miller,Retail,Computer Vision Engineer,"Reinforcement Learning, Keras, TensorFlow, Python, LangChain",Senior,Remote,"Bushport, SC",42488-58522,2024/8/8,Startup,"Scikit-learn, MLflow, LangChain",Computer Vision Engineer,Computer Vision Engineer,"['Reinforcement Learning', 'Keras', 'TensorFlow', 'Python', 'LangChain']","['Scikit-learn', 'MLflow', 'LangChain']",5,3,42488,58522,50505.0,Low (<70K),Bushport,SC,Seychelles,Africa,Retail,Retail & E-commerce,Senior,Remote,Startup,2024-08-08,2024,8,3,August
1472,Dominguez LLC,Education,Data Analyst,"Reinforcement Learning, Keras, MLflow, PyTorch, Pandas",Entry,Remote,"New Austin, CN",74011-171651,2024/9/11,Mid,TensorFlow,Data Analyst,Data Analyst,"['Reinforcement Learning', 'Keras', 'MLflow', 'PyTorch', 'Pandas']",['TensorFlow'],5,1,74011,171651,122831.0,High (100K-150K),New Austin,CN,China,Asia,Education,Education,Entry,Remote,Mid,2024-09-11,2024,9,3,September
1473,Ruiz-Smith,E-commerce,AI Researcher,"Pandas, MLflow, LangChain, Hugging Face, TensorFlow, PyTorch",Senior,Full-time,"Jennifershire, ES",91345-189314,2025/6/20,Mid,FastAPI,Ai Researcher,AI Researcher,"['Pandas', 'MLflow', 'LangChain', 'Hugging Face', 'TensorFlow', 'PyTorch']",['FastAPI'],6,1,91345,189314,140329.5,High (100K-150K),Jennifershire,ES,Spain,Europe,E-Commerce,Retail & E-commerce,Senior,Full-Time,Mid,2025-06-20,2025,6,2,June
1474,Johnson LLC,Healthcare,ML Engineer,"Hugging Face, Excel, TensorFlow, R, Keras",Mid,Contract,"West Samanthamouth, VU",114617-173395,2024/9/11,Large,PyTorch,Ml Engineer,ML Engineer,"['Hugging Face', 'Excel', 'TensorFlow', 'R', 'Keras']",['PyTorch'],5,1,114617,173395,144006.0,High (100K-150K),West Samanthamouth,VU,Vanuatu,Oceania,Healthcare,Healthcare,Mid,Contract,Large,2024-09-11,2024,9,3,September
1475,"Gonzalez, Smith and Rice",Finance,Data Scientist,"Flask, PyTorch, LangChain, Pandas, Azure, FastAPI",Senior,Contract,"Port Robert, CG",52660-62953,2025/2/5,Mid,"TensorFlow, PyTorch",Data Scientist,Data Scientist,"['Flask', 'PyTorch', 'LangChain', 'Pandas', 'Azure', 'FastAPI']","['TensorFlow', 'PyTorch']",6,2,52660,62953,57806.5,Low (<70K),Port Robert,CG,Unknown,Other,Finance,Finance & Banking,Senior,Contract,Mid,2025-02-05,2025,2,1,February
1476,"Trevino, Adams and Carroll",Automotive,Computer Vision Engineer,"GCP, Power BI, AWS, LangChain",Mid,Internship,"East Jocelynfort, HN",78844-134900,2024/8/4,Startup,"FastAPI, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['GCP', 'Power BI', 'AWS', 'LangChain']","['FastAPI', 'Scikit-learn']",4,2,78844,134900,106872.0,High (100K-150K),East Jocelynfort,HN,Honduras,Central America,Automotive,Automotive & Transportation,Mid,Internship,Startup,2024-08-04,2024,8,3,August
1477,"Ellis, Jones and Grant",Education,NLP Engineer,"Python, Pandas, C++",Entry,Full-time,"Johnbury, TR",95991-162094,2025/1/31,Large,"FastAPI, BigQuery, PyTorch",Nlp Engineer,NLP Engineer,"['Python', 'Pandas', 'C++']","['FastAPI', 'BigQuery', 'PyTorch']",3,3,95991,162094,129042.5,High (100K-150K),Johnbury,TR,Turkey,Europe,Education,Education,Entry,Full-Time,Large,2025-01-31,2025,1,1,January
1478,Griffin and Sons,Finance,Computer Vision Engineer,"R, NumPy, PyTorch, Pandas",Senior,Contract,"Ronaldbury, LA",119616-205812,2024/2/15,Large,PyTorch,Computer Vision Engineer,Computer Vision Engineer,"['R', 'NumPy', 'PyTorch', 'Pandas']",['PyTorch'],4,1,119616,205812,162714.0,Very High (>150K),Ronaldbury,LA,Unknown,Other,Finance,Finance & Banking,Senior,Contract,Large,2024-02-15,2024,2,1,February
1479,Crawford Ltd,Tech,Quant Researcher,"R, Pandas, CUDA",Entry,Contract,"Ericfurt, NO",68863-85315,2025/3/18,Startup,FastAPI,Quant Researcher,Quant Researcher,"['R', 'Pandas', 'CUDA']",['FastAPI'],3,1,68863,85315,77089.0,Mid (70K-100K),Ericfurt,NO,Norway,Europe,Tech,Technology,Entry,Contract,Startup,2025-03-18,2025,3,1,March
1480,"Bell, Ruiz and Hull",Education,Data Scientist,"MLflow, FastAPI, GCP",Entry,Contract,"Michaeltown, PW",47522-136959,2023/9/24,Large,"TensorFlow, FastAPI, BigQuery",Data Scientist,Data Scientist,"['MLflow', 'FastAPI', 'GCP']","['TensorFlow', 'FastAPI', 'BigQuery']",3,3,47522,136959,92240.5,Mid (70K-100K),Michaeltown,PW,Palau,Oceania,Education,Education,Entry,Contract,Large,2023-09-24,2023,9,3,September
1481,Wilkerson LLC,Tech,NLP Engineer,"NumPy, Flask, Pandas",Mid,Internship,"Jenniferbury, DJ",72658-145079,2023/10/19,Startup,KDB+,Nlp Engineer,NLP Engineer,"['NumPy', 'Flask', 'Pandas']",['KDB+'],3,1,72658,145079,108868.5,High (100K-150K),Jenniferbury,DJ,Unknown,Other,Tech,Technology,Mid,Internship,Startup,2023-10-19,2023,10,4,October
1482,Davis-Owen,Finance,NLP Engineer,"Hugging Face, MLflow, Python, Reinforcement Learning",Mid,Remote,"Nicholaston, MN",72872-168844,2024/11/16,Startup,"BigQuery, TensorFlow",Nlp Engineer,NLP Engineer,"['Hugging Face', 'MLflow', 'Python', 'Reinforcement Learning']","['BigQuery', 'TensorFlow']",4,2,72872,168844,120858.0,High (100K-150K),Nicholaston,MN,Unknown,Other,Finance,Finance & Banking,Mid,Remote,Startup,2024-11-16,2024,11,4,November
1483,Fry Inc,E-commerce,Data Analyst,"Power BI, CUDA, Excel",Senior,Contract,"North Melanie, SG",49176-116584,2025/7/19,Startup,"BigQuery, MLflow",Data Analyst,Data Analyst,"['Power BI', 'CUDA', 'Excel']","['BigQuery', 'MLflow']",3,2,49176,116584,82880.0,Mid (70K-100K),North Melanie,SG,Singapore,Asia,E-Commerce,Retail & E-commerce,Senior,Contract,Startup,2025-07-19,2025,7,3,July
1484,Myers PLC,Finance,NLP Engineer,"Power BI, TensorFlow, NumPy, MLflow",Mid,Remote,"West Denise, SZ",40845-77525,2025/2/17,Startup,FastAPI,Nlp Engineer,NLP Engineer,"['Power BI', 'TensorFlow', 'NumPy', 'MLflow']",['FastAPI'],4,1,40845,77525,59185.0,Low (<70K),West Denise,SZ,Unknown,Other,Finance,Finance & Banking,Mid,Remote,Startup,2025-02-17,2025,2,1,February
1485,Rosales Ltd,Education,Quant Researcher,"PyTorch, GCP, Reinforcement Learning, TensorFlow, FastAPI",Mid,Remote,"Mitchellview, CO",105204-144217,2023/10/29,Mid,"KDB+, Scikit-learn, PyTorch",Quant Researcher,Quant Researcher,"['PyTorch', 'GCP', 'Reinforcement Learning', 'TensorFlow', 'FastAPI']","['KDB+', 'Scikit-learn', 'PyTorch']",5,3,105204,144217,124710.5,High (100K-150K),Mitchellview,CO,Colombia,South America,Education,Education,Mid,Remote,Mid,2023-10-29,2023,10,4,October
1486,"Wilkerson, Chase and Rivera",Tech,Data Scientist,"AWS, R, FastAPI, Python, MLflow",Mid,Remote,"Torresport, IL",108521-197495,2023/11/19,Mid,TensorFlow,Data Scientist,Data Scientist,"['AWS', 'R', 'FastAPI', 'Python', 'MLflow']",['TensorFlow'],5,1,108521,197495,153008.0,Very High (>150K),Torresport,IL,Unknown,Other,Tech,Technology,Mid,Remote,Mid,2023-11-19,2023,11,4,November
1487,Clark Ltd,Healthcare,AI Product Manager,"R, GCP, Power BI, Python, Pandas",Mid,Internship,"North Cassandraville, SI",43865-142219,2025/9/10,Startup,"LangChain, MLflow, TensorFlow",Ai Product Manager,AI Product Manager,"['R', 'GCP', 'Power BI', 'Python', 'Pandas']","['LangChain', 'MLflow', 'TensorFlow']",5,3,43865,142219,93042.0,Mid (70K-100K),North Cassandraville,SI,Unknown,Other,Healthcare,Healthcare,Mid,Internship,Startup,2025-09-10,2025,9,3,September
1488,Holt-Wells,Automotive,Computer Vision Engineer,"Reinforcement Learning, C++, Pandas, Keras, NumPy",Senior,Contract,"Bryanshire, JM",133579-222158,2024/12/12,Startup,"MLflow, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['Reinforcement Learning', 'C++', 'Pandas', 'Keras', 'NumPy']","['MLflow', 'Scikit-learn']",5,2,133579,222158,177868.5,Very High (>150K),Bryanshire,JM,Jamaica,Caribbean,Automotive,Automotive & Transportation,Senior,Contract,Startup,2024-12-12,2024,12,4,December
1489,Larson Ltd,Tech,ML Engineer,"FastAPI, Keras, C++, LangChain, SQL, AWS",Mid,Full-time,"Carterton, BN",46712-73011,2024/7/27,Mid,"PyTorch, LangChain",Ml Engineer,ML Engineer,"['FastAPI', 'Keras', 'C++', 'LangChain', 'SQL', 'AWS']","['PyTorch', 'LangChain']",6,2,46712,73011,59861.5,Low (<70K),Carterton,BN,Brunei,Asia,Tech,Technology,Mid,Full-Time,Mid,2024-07-27,2024,7,3,July
1490,Ray-Edwards,Automotive,AI Researcher,"Python, Hugging Face, Flask, Excel",Entry,Full-time,"Port Krista, BZ",84284-167397,2023/11/8,Mid,"MLflow, LangChain, FastAPI",Ai Researcher,AI Researcher,"['Python', 'Hugging Face', 'Flask', 'Excel']","['MLflow', 'LangChain', 'FastAPI']",4,3,84284,167397,125840.5,High (100K-150K),Port Krista,BZ,Belize,Central America,Automotive,Automotive & Transportation,Entry,Full-Time,Mid,2023-11-08,2023,11,4,November
1491,"Roth, Johnson and Cummings",Healthcare,NLP Engineer,"Pandas, Python, C++",Senior,Full-time,"Brianfurt, RO",135833-197643,2025/2/12,Large,"FastAPI, MLflow, LangChain",Nlp Engineer,NLP Engineer,"['Pandas', 'Python', 'C++']","['FastAPI', 'MLflow', 'LangChain']",3,3,135833,197643,166738.0,Very High (>150K),Brianfurt,RO,Romania,Europe,Healthcare,Healthcare,Senior,Full-Time,Large,2025-02-12,2025,2,1,February
1492,Powell-Parker,Automotive,Computer Vision Engineer,"MLflow, Scikit-learn, TensorFlow, Azure, SQL, R",Entry,Full-time,"West Jeffreyburgh, CR",141467-155307,2024/11/3,Startup,BigQuery,Computer Vision Engineer,Computer Vision Engineer,"['MLflow', 'Scikit-learn', 'TensorFlow', 'Azure', 'SQL', 'R']",['BigQuery'],6,1,141467,155307,148387.0,High (100K-150K),West Jeffreyburgh,CR,Costa Rica,Central America,Automotive,Automotive & Transportation,Entry,Full-Time,Startup,2024-11-03,2024,11,4,November
1493,Montoya Inc,Finance,Computer Vision Engineer,"Azure, R, Pandas, MLflow, TensorFlow, Keras",Mid,Remote,"Simmonsfurt, GT",123819-202854,2024/9/28,Mid,"LangChain, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['Azure', 'R', 'Pandas', 'MLflow', 'TensorFlow', 'Keras']","['LangChain', 'TensorFlow']",6,2,123819,202854,163336.5,Very High (>150K),Simmonsfurt,GT,Guatemala,Central America,Finance,Finance & Banking,Mid,Remote,Mid,2024-09-28,2024,9,3,September
1494,"Allen, Hernandez and Salazar",Finance,Data Analyst,"Reinforcement Learning, Power BI, C++, AWS",Entry,Full-time,"East Anthony, HU",98582-135739,2025/7/5,Large,TensorFlow,Data Analyst,Data Analyst,"['Reinforcement Learning', 'Power BI', 'C++', 'AWS']",['TensorFlow'],4,1,98582,135739,117160.5,High (100K-150K),East Anthony,HU,Hungary,Europe,Finance,Finance & Banking,Entry,Full-Time,Large,2025-07-05,2025,7,3,July
1495,Miller-Salazar,Healthcare,AI Researcher,"Excel, TensorFlow, Hugging Face, MLflow, SQL",Entry,Full-time,"Mccoyfort, BB",92626-143007,2023/11/13,Mid,"FastAPI, TensorFlow, BigQuery",Ai Researcher,AI Researcher,"['Excel', 'TensorFlow', 'Hugging Face', 'MLflow', 'SQL']","['FastAPI', 'TensorFlow', 'BigQuery']",5,3,92626,143007,117816.5,High (100K-150K),Mccoyfort,BB,Barbados,Caribbean,Healthcare,Healthcare,Entry,Full-Time,Mid,2023-11-13,2023,11,4,November
1496,"Klein, Brown and Wallace",Healthcare,AI Product Manager,"Hugging Face, LangChain, Azure, AWS, SQL",Senior,Contract,"Markside, UY",108432-195288,2024/9/9,Large,"FastAPI, PyTorch, KDB+",Ai Product Manager,AI Product Manager,"['Hugging Face', 'LangChain', 'Azure', 'AWS', 'SQL']","['FastAPI', 'PyTorch', 'KDB+']",5,3,108432,195288,151860.0,Very High (>150K),Markside,UY,Uruguay,South America,Healthcare,Healthcare,Senior,Contract,Large,2024-09-09,2024,9,3,September
1497,"Kim, Farrell and Tucker",E-commerce,AI Product Manager,"C++, Scikit-learn, FastAPI",Entry,Remote,"New Julie, KZ",121907-204567,2024/7/4,Large,TensorFlow,Ai Product Manager,AI Product Manager,"['C++', 'Scikit-learn', 'FastAPI']",['TensorFlow'],3,1,121907,204567,163237.0,Very High (>150K),New Julie,KZ,Kazakhstan,Asia,E-Commerce,Retail & E-commerce,Entry,Remote,Large,2024-07-04,2024,7,3,July
1498,Mckee-Brown,Finance,NLP Engineer,"FastAPI, Reinforcement Learning, PyTorch, C++, Keras",Entry,Contract,"Zacharyside, HR",85589-148109,2024/12/23,Mid,FastAPI,Nlp Engineer,NLP Engineer,"['FastAPI', 'Reinforcement Learning', 'PyTorch', 'C++', 'Keras']",['FastAPI'],5,1,85589,148109,116849.0,High (100K-150K),Zacharyside,HR,Croatia,Europe,Finance,Finance & Banking,Entry,Contract,Mid,2024-12-23,2024,12,4,December
1499,"Campbell, Winters and Glover",Tech,NLP Engineer,"CUDA, Pandas, AWS, LangChain",Senior,Contract,"Haroldside, SN",139437-239385,2025/6/7,Large,"TensorFlow, KDB+",Nlp Engineer,NLP Engineer,"['CUDA', 'Pandas', 'AWS', 'LangChain']","['TensorFlow', 'KDB+']",4,2,139437,239385,189411.0,Very High (>150K),Haroldside,SN,Senegal,Africa,Tech,Technology,Senior,Contract,Large,2025-06-07,2025,6,2,June
1500,Hart LLC,E-commerce,Quant Researcher,"LangChain, AWS, MLflow, SQL, Hugging Face, Power BI",Senior,Internship,"Lake Grace, ID",90279-128707,2024/2/22,Startup,Scikit-learn,Quant Researcher,Quant Researcher,"['LangChain', 'AWS', 'MLflow', 'SQL', 'Hugging Face', 'Power BI']",['Scikit-learn'],6,1,90279,128707,109493.0,High (100K-150K),Lake Grace,ID,Indonesia,Asia,E-Commerce,Retail & E-commerce,Senior,Internship,Startup,2024-02-22,2024,2,1,February
1501,Burns-Guzman,Tech,Quant Researcher,"Flask, LangChain, C++",Entry,Internship,"South Stacymouth, KP",71813-105633,2024/1/27,Large,TensorFlow,Quant Researcher,Quant Researcher,"['Flask', 'LangChain', 'C++']",['TensorFlow'],3,1,71813,105633,88723.0,Mid (70K-100K),South Stacymouth,KP,Unknown,Other,Tech,Technology,Entry,Internship,Large,2024-01-27,2024,1,1,January
1502,"Craig, Ortiz and Gross",Finance,Computer Vision Engineer,"Azure, Hugging Face, TensorFlow, NumPy, PyTorch",Senior,Internship,"Garyfurt, PK",55539-114892,2025/8/28,Large,"Scikit-learn, BigQuery, KDB+",Computer Vision Engineer,Computer Vision Engineer,"['Azure', 'Hugging Face', 'TensorFlow', 'NumPy', 'PyTorch']","['Scikit-learn', 'BigQuery', 'KDB+']",5,3,55539,114892,85215.5,Mid (70K-100K),Garyfurt,PK,Pakistan,Asia,Finance,Finance & Banking,Senior,Internship,Large,2025-08-28,2025,8,3,August
1503,Mccormick Group,E-commerce,AI Researcher,"R, Reinforcement Learning, LangChain, Hugging Face, CUDA, Flask",Entry,Remote,"Julieton, NL",145430-192975,2024/11/21,Large,KDB+,Ai Researcher,AI Researcher,"['R', 'Reinforcement Learning', 'LangChain', 'Hugging Face', 'CUDA', 'Flask']",['KDB+'],6,1,145430,192975,169202.5,Very High (>150K),Julieton,NL,Netherlands,Europe,E-Commerce,Retail & E-commerce,Entry,Remote,Large,2024-11-21,2024,11,4,November
1504,Ortiz and Sons,Education,AI Product Manager,"CUDA, FastAPI, Power BI, Flask, SQL",Senior,Internship,"East Nancy, PG",47867-139682,2025/7/22,Mid,"PyTorch, MLflow",Ai Product Manager,AI Product Manager,"['CUDA', 'FastAPI', 'Power BI', 'Flask', 'SQL']","['PyTorch', 'MLflow']",5,2,47867,139682,93774.5,Mid (70K-100K),East Nancy,PG,Papua New Guinea,Oceania,Education,Education,Senior,Internship,Mid,2025-07-22,2025,7,3,July
1505,"Guzman, Peterson and Perry",Tech,Computer Vision Engineer,"GCP, CUDA, R",Mid,Full-time,"North Mikayla, BZ",64749-164044,2025/6/26,Large,TensorFlow,Computer Vision Engineer,Computer Vision Engineer,"['GCP', 'CUDA', 'R']",['TensorFlow'],3,1,64749,164044,114396.5,High (100K-150K),North Mikayla,BZ,Belize,Central America,Tech,Technology,Mid,Full-Time,Large,2025-06-26,2025,6,2,June
1506,Vazquez-Davis,Tech,AI Product Manager,"Flask, Hugging Face, Keras, Excel, Scikit-learn",Mid,Remote,"North Emilyton, PT",72744-151257,2024/2/28,Startup,"LangChain, TensorFlow, FastAPI",Ai Product Manager,AI Product Manager,"['Flask', 'Hugging Face', 'Keras', 'Excel', 'Scikit-learn']","['LangChain', 'TensorFlow', 'FastAPI']",5,3,72744,151257,112000.5,High (100K-150K),North Emilyton,PT,Portugal,Europe,Tech,Technology,Mid,Remote,Startup,2024-02-28,2024,2,1,February
1507,Gross PLC,E-commerce,Computer Vision Engineer,"CUDA, Excel, Keras, C++, PyTorch, GCP",Mid,Remote,"Billyton, LS",102252-156748,2024/11/15,Large,PyTorch,Computer Vision Engineer,Computer Vision Engineer,"['CUDA', 'Excel', 'Keras', 'C++', 'PyTorch', 'GCP']",['PyTorch'],6,1,102252,156748,129500.0,High (100K-150K),Billyton,LS,Lesotho,Africa,E-Commerce,Retail & E-commerce,Mid,Remote,Large,2024-11-15,2024,11,4,November
1508,Lee-Johnson,Retail,AI Product Manager,"GCP, C++, MLflow, PyTorch, Scikit-learn, FastAPI",Entry,Internship,"Rachelside, MM",75063-90302,2024/3/10,Startup,"TensorFlow, KDB+",Ai Product Manager,AI Product Manager,"['GCP', 'C++', 'MLflow', 'PyTorch', 'Scikit-learn', 'FastAPI']","['TensorFlow', 'KDB+']",6,2,75063,90302,82682.5,Mid (70K-100K),Rachelside,MM,Myanmar,Asia,Retail,Retail & E-commerce,Entry,Internship,Startup,2024-03-10,2024,3,1,March
1509,Kelly Group,Education,Data Analyst,"Pandas, LangChain, Excel, Power BI, Keras",Entry,Full-time,"East Robertmouth, SO",49065-72252,2025/6/8,Mid,Scikit-learn,Data Analyst,Data Analyst,"['Pandas', 'LangChain', 'Excel', 'Power BI', 'Keras']",['Scikit-learn'],5,1,49065,72252,60658.5,Low (<70K),East Robertmouth,SO,Unknown,Other,Education,Education,Entry,Full-Time,Mid,2025-06-08,2025,6,2,June
1510,Johnson-Guzman,Automotive,NLP Engineer,"Power BI, Reinforcement Learning, LangChain, SQL, Excel, Scikit-learn",Entry,Contract,"Elizabethbury, VE",138980-186003,2024/12/17,Startup,"TensorFlow, PyTorch, MLflow",Nlp Engineer,NLP Engineer,"['Power BI', 'Reinforcement Learning', 'LangChain', 'SQL', 'Excel', 'Scikit-learn']","['TensorFlow', 'PyTorch', 'MLflow']",6,3,138980,186003,162491.5,Very High (>150K),Elizabethbury,VE,Venezuela,South America,Automotive,Automotive & Transportation,Entry,Contract,Startup,2024-12-17,2024,12,4,December
1511,Schneider-Barnett,Finance,AI Researcher,"TensorFlow, CUDA, Reinforcement Learning, GCP, Excel",Entry,Internship,"Jenniferfurt, SN",116702-165765,2024/10/24,Mid,PyTorch,Ai Researcher,AI Researcher,"['TensorFlow', 'CUDA', 'Reinforcement Learning', 'GCP', 'Excel']",['PyTorch'],5,1,116702,165765,141233.5,High (100K-150K),Jenniferfurt,SN,Senegal,Africa,Finance,Finance & Banking,Entry,Internship,Mid,2024-10-24,2024,10,4,October
1512,"Evans, Le and Gomez",Education,NLP Engineer,"Keras, NumPy, Reinforcement Learning, Azure, GCP, Power BI",Senior,Full-time,"Phyllisburgh, BS",49864-72810,2024/3/21,Startup,BigQuery,Nlp Engineer,NLP Engineer,"['Keras', 'NumPy', 'Reinforcement Learning', 'Azure', 'GCP', 'Power BI']",['BigQuery'],6,1,49864,72810,61337.0,Low (<70K),Phyllisburgh,BS,Bahamas,Caribbean,Education,Education,Senior,Full-Time,Startup,2024-03-21,2024,3,1,March
1513,Wade PLC,Tech,AI Researcher,"Power BI, Keras, GCP, FastAPI",Mid,Remote,"Greenmouth, VC",105130-146172,2023/12/8,Large,TensorFlow,Ai Researcher,AI Researcher,"['Power BI', 'Keras', 'GCP', 'FastAPI']",['TensorFlow'],4,1,105130,146172,125651.0,High (100K-150K),Greenmouth,VC,Saint Vincent and the Grenadines,Caribbean,Tech,Technology,Mid,Remote,Large,2023-12-08,2023,12,4,December
1514,Figueroa LLC,Healthcare,Data Analyst,"MLflow, FastAPI, Azure, Keras, Pandas, CUDA",Entry,Full-time,"East Nathan, MV",74633-121776,2024/12/29,Startup,Scikit-learn,Data Analyst,Data Analyst,"['MLflow', 'FastAPI', 'Azure', 'Keras', 'Pandas', 'CUDA']",['Scikit-learn'],6,1,74633,121776,98204.5,Mid (70K-100K),East Nathan,MV,Unknown,Other,Healthcare,Healthcare,Entry,Full-Time,Startup,2024-12-29,2024,12,4,December
1515,Marshall LLC,Healthcare,Quant Researcher,"MLflow, TensorFlow, CUDA, GCP",Senior,Remote,"Peterville, SM",56993-155521,2025/7/13,Large,"BigQuery, MLflow, KDB+",Quant Researcher,Quant Researcher,"['MLflow', 'TensorFlow', 'CUDA', 'GCP']","['BigQuery', 'MLflow', 'KDB+']",4,3,56993,155521,106257.0,High (100K-150K),Peterville,SM,Unknown,Other,Healthcare,Healthcare,Senior,Remote,Large,2025-07-13,2025,7,3,July
1516,"Browning, Sanchez and Elliott",Automotive,Computer Vision Engineer,"Python, Pandas, LangChain, PyTorch, Hugging Face",Entry,Full-time,"Spearshaven, RU",46611-66817,2023/12/20,Large,"PyTorch, MLflow, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['Python', 'Pandas', 'LangChain', 'PyTorch', 'Hugging Face']","['PyTorch', 'MLflow', 'Scikit-learn']",5,3,46611,66817,56714.0,Low (<70K),Spearshaven,RU,Russia,Europe,Automotive,Automotive & Transportation,Entry,Full-Time,Large,2023-12-20,2023,12,4,December
1517,"Thompson, Baker and Ortega",Finance,Data Scientist,"Reinforcement Learning, Pandas, Flask",Senior,Internship,"Parkerfort, IT",46024-113373,2024/10/25,Mid,"PyTorch, FastAPI, TensorFlow",Data Scientist,Data Scientist,"['Reinforcement Learning', 'Pandas', 'Flask']","['PyTorch', 'FastAPI', 'TensorFlow']",3,3,46024,113373,79698.5,Mid (70K-100K),Parkerfort,IT,Italy,Europe,Finance,Finance & Banking,Senior,Internship,Mid,2024-10-25,2024,10,4,October
1518,"Bailey, Wilson and Fry",Retail,Computer Vision Engineer,"LangChain, Azure, GCP, Python, R, C++",Senior,Internship,"South Michael, KM",41220-94501,2023/12/29,Startup,"KDB+, MLflow, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['LangChain', 'Azure', 'GCP', 'Python', 'R', 'C++']","['KDB+', 'MLflow', 'Scikit-learn']",6,3,41220,94501,67860.5,Low (<70K),South Michael,KM,Comoros,Africa,Retail,Retail & E-commerce,Senior,Internship,Startup,2023-12-29,2023,12,4,December
1519,"Gallagher, Montes and Rowe",Tech,Data Scientist,"AWS, Flask, Reinforcement Learning, LangChain, R",Senior,Internship,"New Brian, KH",140240-228848,2024/1/8,Mid,"FastAPI, TensorFlow, MLflow",Data Scientist,Data Scientist,"['AWS', 'Flask', 'Reinforcement Learning', 'LangChain', 'R']","['FastAPI', 'TensorFlow', 'MLflow']",5,3,140240,228848,184544.0,Very High (>150K),New Brian,KH,Cambodia,Asia,Tech,Technology,Senior,Internship,Mid,2024-01-08,2024,1,1,January
